grid_id	hemisphere	x	y	subfield	n_observations	agreement_pct
lh_x26_y6	lh	26	6	CA1	274	77.4
lh_x26_y7	lh	26	7	CA1	274	73.7
lh_x26_y8	lh	26	8	CA1	274	72.6
lh_x26_y9	lh	26	9	CA1	274	71.2
lh_x26_y10	lh	26	10	CA1	274	67.5
lh_x26_y11	lh	26	11	CA1	274	64.2
lh_x26_y12	lh	26	12	CA1	274	63.5
lh_x26_y13	lh	26	13	CA1	274	67.2
lh_x26_y14	lh	26	14	CA1	274	73.0
lh_x26_y15	lh	26	15	CA1	274	74.8
lh_x26_y16	lh	26	16	CA1	274	77.0
lh_x26_y17	lh	26	17	CA1	274	76.6
lh_x26_y18	lh	26	18	CA1	274	75.9
lh_x26_y19	lh	26	19	CA1	274	81.0
lh_x26_y20	lh	26	20	CA1	274	86.9
lh_x27_y0	lh	27	0	CA1	274	86.5
lh_x27_y1	lh	27	1	CA1	274	82.1
lh_x27_y2	lh	27	2	CA1	274	81.4
lh_x27_y3	lh	27	3	CA1	274	77.7
lh_x27_y4	lh	27	4	CA1	274	77.4
lh_x27_y5	lh	27	5	CA1	274	67.9
lh_x27_y19	lh	27	19	CA1	274	64.2
lh_x27_y20	lh	27	20	CA1	274	75.9
lh_x28_y0	lh	28	0	CA1	274	76.3
lh_x28_y1	lh	28	1	CA1	274	67.2
lh_x28_y2	lh	28	2	CA1	274	63.5
lh_x28_y3	lh	28	3	CA1	274	66.4
lh_x28_y7	lh	28	7	CA2_CA3	274	65.7
lh_x28_y8	lh	28	8	CA2_CA3	274	67.2
lh_x28_y9	lh	28	9	CA2_CA3	274	67.5
lh_x28_y10	lh	28	10	CA2_CA3	274	69.7
lh_x28_y11	lh	28	11	CA2_CA3	274	74.8
lh_x28_y12	lh	28	12	CA2_CA3	274	70.8
lh_x28_y13	lh	28	13	CA2_CA3	274	67.9
lh_x28_y14	lh	28	14	CA2_CA3	274	66.8
lh_x28_y15	lh	28	15	CA2_CA3	274	66.8
lh_x28_y16	lh	28	16	CA2_CA3	274	67.9
lh_x28_y17	lh	28	17	CA2_CA3	274	67.9
lh_x28_y18	lh	28	18	CA2_CA3	274	69.0
lh_x29_y5	lh	29	5	CA2_CA3	274	64.2
lh_x29_y6	lh	29	6	CA2_CA3	274	71.9
lh_x29_y7	lh	29	7	CA2_CA3	274	79.9
lh_x29_y8	lh	29	8	CA2_CA3	274	81.0
lh_x29_y9	lh	29	9	CA2_CA3	274	81.4
lh_x29_y10	lh	29	10	CA2_CA3	274	81.4
lh_x29_y11	lh	29	11	CA2_CA3	274	83.6
lh_x29_y12	lh	29	12	CA2_CA3	274	84.7
lh_x29_y13	lh	29	13	CA2_CA3	274	84.3
lh_x29_y14	lh	29	14	CA2_CA3	274	82.5
lh_x29_y15	lh	29	15	CA2_CA3	274	83.6
lh_x29_y16	lh	29	16	CA2_CA3	274	83.6
lh_x29_y17	lh	29	17	CA2_CA3	274	83.9
lh_x29_y18	lh	29	18	CA2_CA3	274	85.4
lh_x29_y19	lh	29	19	CA2_CA3	274	78.8
lh_x29_y20	lh	29	20	CA2_CA3	274	74.1
lh_x30_y1	lh	30	1	CA2_CA3	274	66.8
lh_x30_y2	lh	30	2	CA2_CA3	274	70.4
lh_x30_y3	lh	30	3	CA2_CA3	274	69.7
lh_x30_y4	lh	30	4	CA2_CA3	274	72.3
lh_x30_y5	lh	30	5	CA2_CA3	274	76.6
lh_x30_y6	lh	30	6	CA2_CA3	274	80.3
lh_x30_y7	lh	30	7	CA2_CA3	274	86.1
lh_x30_y8	lh	30	8	CA2_CA3	274	86.1
lh_x30_y9	lh	30	9	CA2_CA3	274	86.9
lh_x30_y10	lh	30	10	CA2_CA3	274	87.2
lh_x30_y11	lh	30	11	CA2_CA3	274	88.0
lh_x30_y12	lh	30	12	CA2_CA3	274	90.1
lh_x30_y13	lh	30	13	CA2_CA3	274	90.1
lh_x30_y14	lh	30	14	CA2_CA3	274	90.5
lh_x30_y15	lh	30	15	CA2_CA3	274	90.9
lh_x30_y16	lh	30	16	CA2_CA3	274	90.9
lh_x30_y17	lh	30	17	CA2_CA3	274	91.2
lh_x30_y18	lh	30	18	CA2_CA3	274	91.2
lh_x30_y19	lh	30	19	CA2_CA3	274	89.8
lh_x30_y20	lh	30	20	CA2_CA3	274	85.8
lh_x31_y0	lh	31	0	CA2_CA3	274	71.2
lh_x31_y1	lh	31	1	CA2_CA3	274	77.7
lh_x31_y2	lh	31	2	CA2_CA3	274	81.4
lh_x31_y3	lh	31	3	CA2_CA3	274	81.0
lh_x31_y4	lh	31	4	CA2_CA3	274	82.1
lh_x31_y5	lh	31	5	CA2_CA3	274	85.4
lh_x31_y6	lh	31	6	CA2_CA3	274	86.5
lh_x31_y7	lh	31	7	CA2_CA3	274	90.9
lh_x31_y8	lh	31	8	CA2_CA3	274	91.6
lh_x31_y9	lh	31	9	CA2_CA3	274	91.6
lh_x31_y10	lh	31	10	CA2_CA3	274	92.7
lh_x31_y11	lh	31	11	CA2_CA3	274	93.1
lh_x31_y12	lh	31	12	CA2_CA3	274	93.8
lh_x31_y13	lh	31	13	CA2_CA3	274	93.1
lh_x31_y14	lh	31	14	CA2_CA3	274	92.7
lh_x31_y15	lh	31	15	CA2_CA3	274	93.4
lh_x31_y16	lh	31	16	CA2_CA3	274	93.4
lh_x31_y17	lh	31	17	CA2_CA3	274	93.4
lh_x31_y18	lh	31	18	CA2_CA3	274	94.5
lh_x31_y19	lh	31	19	CA2_CA3	274	92.7
lh_x31_y20	lh	31	20	CA2_CA3	274	92.0
lh_x32_y0	lh	32	0	CA2_CA3	274	82.8
lh_x32_y1	lh	32	1	CA2_CA3	274	86.9
lh_x32_y2	lh	32	2	CA2_CA3	274	87.6
lh_x32_y3	lh	32	3	CA2_CA3	274	88.0
lh_x32_y4	lh	32	4	CA2_CA3	274	88.0
lh_x32_y5	lh	32	5	CA2_CA3	274	89.4
lh_x32_y6	lh	32	6	CA2_CA3	274	92.7
lh_x32_y7	lh	32	7	CA2_CA3	274	94.2
lh_x32_y8	lh	32	8	CA2_CA3	274	94.5
lh_x32_y9	lh	32	9	CA2_CA3	274	94.9
lh_x32_y10	lh	32	10	CA2_CA3	274	95.3
lh_x32_y11	lh	32	11	CA2_CA3	274	95.6
lh_x32_y12	lh	32	12	CA2_CA3	274	96.7
lh_x32_y13	lh	32	13	CA2_CA3	274	96.4
lh_x32_y14	lh	32	14	CA2_CA3	274	95.6
lh_x32_y15	lh	32	15	CA2_CA3	274	95.6
lh_x32_y16	lh	32	16	CA2_CA3	274	95.3
lh_x32_y17	lh	32	17	CA2_CA3	274	96.0
lh_x32_y18	lh	32	18	CA2_CA3	274	96.0
lh_x32_y19	lh	32	19	CA2_CA3	274	95.3
lh_x32_y20	lh	32	20	CA2_CA3	274	94.9
lh_x33_y0	lh	33	0	CA2_CA3	274	87.6
lh_x33_y1	lh	33	1	CA2_CA3	274	89.8
lh_x33_y2	lh	33	2	CA2_CA3	274	91.2
lh_x33_y3	lh	33	3	CA2_CA3	274	91.6
lh_x33_y4	lh	33	4	CA2_CA3	274	92.3
lh_x33_y5	lh	33	5	CA2_CA3	274	93.8
lh_x33_y6	lh	33	6	CA2_CA3	274	94.9
lh_x33_y7	lh	33	7	CA2_CA3	274	95.6
lh_x33_y8	lh	33	8	CA2_CA3	274	96.0
lh_x33_y9	lh	33	9	CA2_CA3	274	96.0
lh_x33_y10	lh	33	10	CA2_CA3	274	96.0
lh_x33_y11	lh	33	11	CA2_CA3	274	96.7
lh_x33_y12	lh	33	12	CA2_CA3	274	97.1
lh_x33_y13	lh	33	13	CA2_CA3	274	96.7
lh_x33_y14	lh	33	14	CA2_CA3	274	96.7
lh_x33_y15	lh	33	15	CA2_CA3	274	96.7
lh_x33_y16	lh	33	16	CA2_CA3	274	96.7
lh_x33_y17	lh	33	17	CA2_CA3	274	97.4
lh_x33_y18	lh	33	18	CA2_CA3	274	97.1
lh_x33_y19	lh	33	19	CA2_CA3	274	96.7
lh_x33_y20	lh	33	20	CA2_CA3	274	96.0
lh_x34_y0	lh	34	0	CA2_CA3	274	90.5
lh_x34_y1	lh	34	1	CA2_CA3	274	93.4
lh_x34_y2	lh	34	2	CA2_CA3	274	94.5
lh_x34_y3	lh	34	3	CA2_CA3	274	95.3
lh_x34_y4	lh	34	4	CA2_CA3	274	96.0
lh_x34_y5	lh	34	5	CA2_CA3	274	95.6
lh_x34_y6	lh	34	6	CA2_CA3	274	95.6
lh_x34_y7	lh	34	7	CA2_CA3	274	96.7
lh_x34_y8	lh	34	8	CA2_CA3	274	97.1
lh_x34_y9	lh	34	9	CA2_CA3	274	96.7
lh_x34_y10	lh	34	10	CA2_CA3	274	97.1
lh_x34_y11	lh	34	11	CA2_CA3	274	97.8
lh_x34_y12	lh	34	12	CA2_CA3	274	97.8
lh_x34_y13	lh	34	13	CA2_CA3	274	98.2
lh_x34_y14	lh	34	14	CA2_CA3	274	97.8
lh_x34_y15	lh	34	15	CA2_CA3	274	97.8
lh_x34_y16	lh	34	16	CA2_CA3	274	97.8
lh_x34_y17	lh	34	17	CA2_CA3	274	98.2
lh_x34_y18	lh	34	18	CA2_CA3	274	98.2
lh_x34_y19	lh	34	19	CA2_CA3	274	98.2
lh_x34_y20	lh	34	20	CA2_CA3	274	97.8
lh_x35_y0	lh	35	0	CA2_CA3	274	93.4
lh_x35_y1	lh	35	1	CA2_CA3	274	95.6
lh_x35_y2	lh	35	2	CA2_CA3	274	96.4
lh_x35_y3	lh	35	3	CA2_CA3	274	96.0
lh_x35_y4	lh	35	4	CA2_CA3	274	96.4
lh_x35_y5	lh	35	5	CA2_CA3	274	96.7
lh_x35_y6	lh	35	6	CA2_CA3	274	96.0
lh_x35_y7	lh	35	7	CA2_CA3	274	96.4
lh_x35_y8	lh	35	8	CA2_CA3	274	98.2
lh_x35_y9	lh	35	9	CA2_CA3	274	98.2
lh_x35_y10	lh	35	10	CA2_CA3	274	97.4
lh_x35_y11	lh	35	11	CA2_CA3	274	97.8
lh_x35_y12	lh	35	12	CA2_CA3	274	98.9
lh_x35_y13	lh	35	13	CA2_CA3	274	98.2
lh_x35_y14	lh	35	14	CA2_CA3	274	98.9
lh_x35_y15	lh	35	15	CA2_CA3	274	98.2
lh_x35_y16	lh	35	16	CA2_CA3	274	98.2
lh_x35_y17	lh	35	17	CA2_CA3	274	98.5
lh_x35_y18	lh	35	18	CA2_CA3	274	98.5
lh_x35_y19	lh	35	19	CA2_CA3	274	98.5
lh_x35_y20	lh	35	20	CA2_CA3	274	98.2
lh_x36_y0	lh	36	0	CA2_CA3	274	94.9
lh_x36_y1	lh	36	1	CA2_CA3	274	96.0
lh_x36_y2	lh	36	2	CA2_CA3	274	95.6
lh_x36_y3	lh	36	3	CA2_CA3	274	96.4
lh_x36_y4	lh	36	4	CA2_CA3	274	97.4
lh_x36_y5	lh	36	5	CA2_CA3	274	97.1
lh_x36_y6	lh	36	6	CA2_CA3	274	97.8
lh_x36_y7	lh	36	7	CA2_CA3	274	98.5
lh_x36_y8	lh	36	8	CA2_CA3	274	98.5
lh_x36_y9	lh	36	9	CA2_CA3	274	98.5
lh_x36_y10	lh	36	10	CA2_CA3	274	98.5
lh_x36_y11	lh	36	11	CA2_CA3	274	98.9
lh_x36_y12	lh	36	12	CA2_CA3	274	99.3
lh_x36_y13	lh	36	13	CA2_CA3	274	99.3
lh_x36_y14	lh	36	14	CA2_CA3	274	99.3
lh_x36_y15	lh	36	15	CA2_CA3	274	99.3
lh_x36_y16	lh	36	16	CA2_CA3	274	98.9
lh_x36_y17	lh	36	17	CA2_CA3	274	99.3
lh_x36_y18	lh	36	18	CA2_CA3	274	99.3
lh_x36_y19	lh	36	19	CA2_CA3	274	99.3
lh_x36_y20	lh	36	20	CA2_CA3	274	99.3
lh_x37_y0	lh	37	0	CA2_CA3	274	96.0
lh_x37_y1	lh	37	1	CA2_CA3	274	96.4
lh_x37_y2	lh	37	2	CA2_CA3	274	97.1
lh_x37_y3	lh	37	3	CA2_CA3	274	97.8
lh_x37_y4	lh	37	4	CA2_CA3	274	97.4
lh_x37_y5	lh	37	5	CA2_CA3	274	97.1
lh_x37_y6	lh	37	6	CA2_CA3	274	98.2
lh_x37_y7	lh	37	7	CA2_CA3	274	98.5
lh_x37_y8	lh	37	8	CA2_CA3	274	98.9
lh_x37_y9	lh	37	9	CA2_CA3	274	98.9
lh_x37_y10	lh	37	10	CA2_CA3	274	98.2
lh_x37_y11	lh	37	11	CA2_CA3	274	98.9
lh_x37_y12	lh	37	12	CA2_CA3	274	99.3
lh_x37_y13	lh	37	13	CA2_CA3	274	98.9
lh_x37_y14	lh	37	14	CA2_CA3	274	98.5
lh_x37_y15	lh	37	15	CA2_CA3	274	99.3
lh_x37_y16	lh	37	16	CA2_CA3	274	99.3
lh_x37_y17	lh	37	17	CA2_CA3	274	99.3
lh_x37_y18	lh	37	18	CA2_CA3	274	99.3
lh_x37_y19	lh	37	19	CA2_CA3	274	99.3
lh_x37_y20	lh	37	20	CA2_CA3	274	98.9
lh_x38_y0	lh	38	0	CA2_CA3	274	95.3
lh_x38_y1	lh	38	1	CA2_CA3	274	97.1
lh_x38_y2	lh	38	2	CA2_CA3	274	96.7
lh_x38_y3	lh	38	3	CA2_CA3	274	97.4
lh_x38_y4	lh	38	4	CA2_CA3	274	97.4
lh_x38_y5	lh	38	5	CA2_CA3	274	97.1
lh_x38_y6	lh	38	6	CA2_CA3	274	97.8
lh_x38_y7	lh	38	7	CA2_CA3	274	98.9
lh_x38_y8	lh	38	8	CA2_CA3	274	98.5
lh_x38_y9	lh	38	9	CA2_CA3	274	98.9
lh_x38_y10	lh	38	10	CA2_CA3	274	99.3
lh_x38_y11	lh	38	11	CA2_CA3	274	98.2
lh_x38_y12	lh	38	12	CA2_CA3	274	99.3
lh_x38_y13	lh	38	13	CA2_CA3	274	98.5
lh_x38_y14	lh	38	14	CA2_CA3	274	98.5
